id,text,label
28,do you have any memories you had like to forget ? actually i do ! ! ! just my whole experience with this fake a friend ! ! 3,0
29,do you have any piercings ? yuppers ! nose and cartilage piercings,0
30,do you have any scars on your body ? if so how had you get them ? hahaha strange ! s,0
31,do you like atlanta ga ? yes i love atl ! ! great place 2 live wish i lived there ! d,0
32,do you think that a size 10 is fat ? i'm trying to be a size 5 by the end of the year omg no way ! ! ! 10 is actually small ! ! ! do not change thee way you look 4 anyone ! ! ! bhut yourslf kay ? !,0
33,do you think you are a good friend ? fuck yes i think i am ! haha,0
34,do you watch american idol ? if so who are you voting for this season ? awww man you just reminded me ! i wtch it sometimes bhut i love big mike ! pplz are really wrong bout letting katie go ! ! argh,0
35,do yuh have any stalkers ? hell yes ! lots of them and thats including yuh ! 3,0
36,do not listen to the haters you are pretty ! d thank you gurl boy ? i really appreciate it ! 33,0
37,favorite store ? atm rue 21 d or forever21 3,0
38,fuck justin bieber he is a fucking fag um excuse yuh ? he is not ! ! ur a fuckin idiot ! kay ? good,1
39,growl meowl ? d if thts a word haha 3,0
40,guesss who idk hoe get cha own cup of blackberry with a hint of lemon ice tea dayumm ! hahah jk brooke ?,0
41,haa you guessedd righhtttt dr its maryyyy ahhh ilovee this picture ! ! ! ! ! ! ! ! ! ! mayb becuase youhr in it babe 3 off courrseeee dudee hahahahaha ! ! ! ! awhhh lol ! i think i love it 2 chuz im in it lol ! ! ! ! jk ! i love yuh ! !,0
42,haaa its all qud sorry abouht the hoe thinq iwas mad lol lmfao ! haha ! nahh its my badd,0
43,haha so have u ever been to france ? pfftt ! ! nahhh i hve never been outta this country ! ! argh ! hve yuh ? ! haha,0
44,haha check inside ur closet u mind find out who it is lmao ! ! kk lemme get my ass off this toliet seat then ill check ! ! mwahah ! ! jk,0
45,haha nope im not taquisha either i talk to you alot on twitter 3 omg ! ! ! ! ! tell me ! ! ! ! ughh grrr rawrr bianca ? lmao ! idkk tell me !,0
46,hahah guess who ! ? 3 mary ? ! lol hahahaha,0
47,hahah okey dokey ! sweet thang mwahaha ! ! ! sweet thang ! i love it ! !,0
48,hahah funny how u defend that beiber kid its also funny how u stalked my whole twitter ! nice goin ! bitch !,1
49,hahaha nope ! uhhhhh ! ! ! ! omg ! taquisha ? lol !,0
50,have u ever licked thee floor ? hahaha yup ! its my job,0
51,have u seen justin bieber in person ? nope i wish bhut hey i might someday rite haha hbu ? !,0
52,have you broken any bones ? if so how ? haha nahh ive just fractured some thumbs bhut itz all good lol,0
53,have you ever been on itellyouthat com ? go there and tell something to the world d hahah ohkay ? !,0
54,have you ever had your heart broken ? yup yup ! ! p,0
55,hehe yup it is awesome but the pronunciation is incredibly haaard d haha ! ! it is haha lol ! ! man i hvnt even gotten 2 dat part yet ! fml hah,0
56,hello bitch ! how is ur day going ? good i hope it is beautiful and sunny ! ohh heyy bitchh ! ! ! its goin good d thx 4 askin,0
57,hello my friend is also named april nicee !,0
58,hello ? hey hows yah momma ? !,0
59,hellz yeahh of course i'm qoinqq i wannah b with you quy is like duhh 3 ahahaha ! ! ! it wuzz funn ! lmao 3,0
60,hey my name is april too ! haha people named april are always cool lol hahaha ! ! ! ohh cool wait are yuh thee april on twitter ? ! april2 ? haha yay ! we beasts yo ! haa,0
61,hey you are an amazing nice and sweet girl pretty too ! awwhhh ! ! ! thank yuh jacob ur really nice ! ! ! might be my new bestie 33 thank yuh so much !,0
62,hey why you such a bitch ? why thank yuh !,1
63,heyyy abrilll ! ! ! iloveyhuuu 3 muchooo ! ! heyy marribbbiii ! ! lmao ! iloveyuhhh muchooo moeee ! ! ! are yuh goin tmrw ? !,0
64,heyyyyyy ! ! ! how u doin ! ! ! ! ! im doing good thankyuh ! ! ! heyyy hbu ? !,0
65,heyyyyyyyy ! ! ! ! wats up ! ? ! ? heyy ghurrr ! ! ! wuzz upp ! ! haha nuttin much just busyy ! ! hbu ma ?,0
66,hi april ! ! ! heyy d,0
67,how many languages do u speak ? umm i think 2 bhut english is my first ! im learnin french ! d hbu ? !,0
68,how old are u ? and how do you know michael ? who the hell are yuh ! ! ! and who tha fuck is michael ! ?,1
69,how would you describe your personality ? hmmm personal ? root word lol umm probss bubbly nice honest sumtyms,0
70,how would you describe yourself in 3 words ? myself bubbly funny ?,0
71,i love your hair iloveyou ! thanks alot ! bhut its alot 2 keep up wit ! wanna trade haha !,0
72,i love youu chica ! 33 no no no ! i love youuu moreee 333 d haha ! !,0
73,i love youuuuuuu ifuckinloveyou ! ! ! 33 xox ha !,0
74,i speak english frensh and a little arabic cuz i have been to egypt a lotta times d omg ! really ? ! cool thats so awesome ! yeah i wanna learn more languages bhut french is already enuff 2 deal wit ! ha,0
75,i think ur not pretty sorry oh thats wht i think too ! dnt be sorry hahaha ! silly goose,0
76,i'm bored can you tell me something funny ? lool hahah ! ! ohhkayy ? ! ? ! lol wht do you call a deer with no eyes ? i have no ideer ! haha classic umm i suck at this haha,0
77,if u live forever wat do u live for ? ? ? ? ? idkkk ! ! ! god ? ! not understndin this ? srry its like 3am hah,0
78,if you could ask barack obama one question what would it be ? oh snap ! ! i would actually hug him first off ahah and say nigga where my weed go ? hahaha jkjkjk i love him ! ! he is doin a great job !,0
79,if you could ask george w bush one question what would it be ? are you a lonely boy ?,0
80,if you could be a star athlete in any sport which sport would you pick ? basketball 3,0
81,if you could be invited to one person is birthday party whose would it be ? justin bieber is bday parrtayy ! haha,0
82,if you could be on one tv show which one would it be ? keeping up with the kardashians ! or kendra ! my fav shows atm ! d,0
83,if you could become any fictional character who would you be ? errmm harry potter ? lol,0
84,if you could change your name what would you change it to ? thats a hard 1 thinkin maybe bustin jieber ? i think ! haha,0
85,if you could date any celebrity who would it be ? justin bieber or channing tatum ! haha yumm !,0
86,if you could eat dinner with any person dead or alive who would it be and where would you go ? michael jacko and subway ! doh !,0
87,if you could eliminate one thing you do each day in the bathroom so you never had to do it again what would it be ? put my towels back on the fckn rack ! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor,0
88,if you could go back in time 10 years and tell your younger self something what would it be ? life is never going to be easy,0
89,if you could go on a road trip with any person dead or alive who would it be and where would you go ? justin bieber duh russia !,0
90,if you could go on vacation for the next month with an unlimited budget where would you go ? i would so travel thee world visit my overseas besties then shop everywhere ! 3,0
91,if you could have an endless supply of any food what would you get ? strawberry banana smoothies from jack in the box d yah dig ?,0
92,if you could have been the author of any book what would it have been ? all thee twilight books chuz she got some good mula baby !,0
93,if you could make one person fall in love with you who would it be ? my orthodontist docotr hahahaha ! ! ! jkjk or am i lmao !,0
94,if you could master one skill what would it be ? to never sin bhut will never happen ! see im already sinning never say never !,0
95,if you could only listen to one song for the next month which would it be ? up justin bieber,0
96,if you could only read one magazine for the rest of your life which would it be ? mmmag i love it !,0
97,if you could rid the world of one thing what would it be ? hoe ishness ! lol um prob stupid bitches and sin ! i just sinned ! opppzz,0
98,if you could wake up as anyone tomorrow who would it be ? myself !,0
99,if you had to cook dinner for someone tonight what would you make ? umm we would go to jack in the box ! haha,0
100,if you had to give up one favorite food what would the most difficult ? chocolate,0
101,if you had to perform at the circus what trick would you do ? read between these three fingas ! haha,0
102,if you had your own talk show who would your first three guests be ? justin bieber demi lovato and barack obama babay ! ! d,0
103,if you won a 1 000 shopping spree for any store which store would you pick ? apple store ! need a mac pro !,0
104,if you won a million dollars what would you do with it ? great question ! tithe help people shop !,0
105,if your house was on fire and you could only grab three things what would they be ? laptop dogs family shoes bed clothes coffee maker oven washer dryer refridgerator table chairs pics camera bath tub ! hahahahahahhaha ! ! ! !,0
106,ilove your nose ring ! awhh i love ur earrings !,0
107,ilovee youuu bestfranhdd haa guesss whooo ilovee maryyy rosseeee hickkksss ! ! ! ! lol !,0
108,ily ! ily2 boo !,0
109,im good ! ! juz got bak from the srip in vegas ! ! ! it was awesome ! ! ! i luved it ! ! hav u evah been to vegas ? awhh ! yuh so lucky ghurr ! ! ! i bet yuh had a blast ! nahh ive never been bhut i would soo want to go ! d,0
110,is truace single ! ? yesssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss ! ! ! ! 4 theee lasttt timeee ! ! ! ask him http www formspring me truace,0
111,justin bieber is my driving teacher oohh yess ! bahah we gonna be doing sumthing else instead of him teaching me how to drive lmao hahahaha teachin him how to ur his stickshift mwhahahahahaha ! i llalala love you best frann !,0
112,lol oo no ! guurrrl u must be crazy ! ! b c i love u muchoo ! uhhh ! ! ! lmao ! ! u got me lmao ! jkjk we can go on 4 like eva ! lezzzdoooittt i love you more than yo own momma ! ahha ! !,0
113,love you baby love you more babe 3,0
114,love youu sexy thang mwahaha ! ! thank yuh meh sexy bitch ! ! who is this ! ? haha,0
115,mammaasss ! ! d how are you ? haha go to skype d yoooooooooooooo ! ! ! ! ! ! ! ! its late haha i have church tmrw bhut soon kay ? srry,0
116,miley bieber ! ! ! miley is a hoochie ! bieber all thee way ghurl ! ! or boy ! 33,0
117,nope im not bianca either heres a clue i come from new zealand lol chrisssy ! ! ? ? ? hahahahah chantelle alesha kailee ? tori ? ? lmfao iddkkkkk,0
118,nopeee ! ! my name starts with b o omfg ! ! ! nooo wayyyy ! ! ! ughhh broookkkeeeee omfg ! ! ! im soo srry lmao lots of pplz r frmh zew zealand ! lmao i fukkinnn luvv yuhhhh hahaha !,0
119,oh visit me if you travel the world kthxbye xx hahah helllz yess ! i will mamas ! ! 3 love u !,0
120,omg justin bieber ! ! ! ! haha omg ! ! ahhhh ! ! where he go ? damn it he just fell off my window sil ! haha jk !,0
121,rate yurself ? i love justin bieber ! he is a 1000000000 on a 1 10 scale ha !,0
122,shut up ur prettty ! ll shut up your prettier ! 33,0
123,sneakers or sandals ? sandals 4suree d i wear them in thee winter 2 ! no lie ! haha,0
124,sooooooo srry this is late ! ! ! im juzz doin mothur freakin boring ! ! zzzzzz zzzz snore snore ! ! lmbo hhahahahaah ohh noo problem mamas ! ahah me2 im soo exhaustedd yawn ywan lmao !,0
125,the girl on your background bottom right hand corner looks like anna maria perez de tagle aww ! ! yeahh she is my best friend raphaela haha she is german so i guess thts why ! lmao 3,0
126,tht woul b so cool if u were here so i can me u ! ! ! ! ! ! ikrr that wud be awesome ! ! ! i wish d,0
127,wat state do u live in ? texas ! ! yuh hun ? ! xox,0
128,well dats so tight ur friends wit truace how does it feel 2 kno him since ur his friend u wud kno does he hav a gf ? ohhkayy ! first offf i was playin i mean he is a really nice person dnt kno him like all that ! bhut u should ask him !,0
129,well u say any language so coba tebak ini bahasa apa kamu ngerti ngga aku ngomong apa ? huh ! ? that doesnt make sense guns something ! lmao come again ! ? lol,0
130,what are you most excited about right now ? ummm summer bein almost here ! who isnt ? haha,0
131,what did you dream about last night ? shh dnt tell any1 k ? haha ! nothing ! mwah !,0
132,what do u guys prefer ? jonas brothers or justin bieber ahhh ! i love em both but i would go for justin bieber ! ! ! well because i'm older but i perfer them both !,0
133,what do you think about formspring me so far ? its da shit ! fun stuff,0
134,what do you think is your most attractive feature ? my eyes ! they are light brown and beautidul in the sun ! thanks god ! oh and my hands ! and ass lol jkjk !,0
135,what do you think was the greatest invention in your lifetime ? thee comp ? or cellfonne ! hehe,0
136,what kind of glasses do you have ? guess ! haha no its the brand name,0
137,what kind of music can you just not stand to listen to ? i cannot listen to that heavy metal ! i like me some rock oldies bhut not that scary shit d,0
138,what music are you listening to today ? everything really ! ahhaha lovin my hiphop atm ! ester dean is thee shyyttt !,0
139,what one thing are you exceptionally good at ? urgh this is difficult to answer haha ! umm prob fixing computers ! ha yes i said it im like a wiz at fixin comps that myself and mom destroy ! ahaha !,0
140,what tv show do you wish would go off the air for good ? the hills ! chuz lauren was thee whole point it was clld thee hills and there is 2much drama ! bhut i still wtch it chuz i love 2 laugh at thee dumb shit ! spencer is a prick btw ! 0,0
141,what was the best concert you went to ? jonas brothers concert 8 13 09 d i still love em bhut justin bieber is thee shit !,0
142,what was the happiest moment in your life ? i have many ! 2many actually bhut i guess when i found my lifetime friends d,0
143,what was the last book you read ? the miracle worker,0
144,what was the worst advice you have ever received ? this person actually told me this fried i had was not a true friend and she wants me 2 still be this person is friend ! thats a nono !,0
145,what was the worst concert you went to ? never been 2 1 tht was bad,0
146,what was the worst job you have ever had ? i ca not complain chuz i dnt have or had one ! hahaha soon though ! real soon !,0
147,what was the worst place you have traveled to ? georgia columbus 2 b exact i dislike it boring ! ! hotlanta is where its at !,0
148,what was your favorite birthday gift ? life haha ! ! umm idk thats hard !,0
149,what was your favorite toy to play with as a child ? now how the fuck am i suppose to remember that ? weirdo ! maybe it was ur moms dick ? lol !,1
150,what was your favorite year ? 1995 haha when i was bornwas my year ! doh ! i didnt have 2 do anything on my own haha,0
151,what was your worst travel experience ? ha ! goin to georgia just to see my dad is mother ! ugh i cnt stand her bhut god bless her soul ! long life story ! haha,0
152,what website do you spend the most time on ? oh good 1 twitter ofcousre i love me some twitter peeps ! they tha shit lol,0
153,what would be the best workplace perk ? idk wait whaaaa ? lol,0
154,what would your perfect day look like ? me god eatin chicken wings on his throne 3 ahaha,0
155,what is one food you will never eat again ? brussel srouts ! yuckie ! bhut i love cabbage and they are mini cabbages ! lmao !,0
156,what is one thing you own that you should probably throw away but never will ? my old school shit i wud sooo throw it away bhut my mom ! urgh,0
157,what is the best gift you have ever given ? the important 1 is love bhut ive given people themselves ! like i let my friends have themselves instead of me ! it helps to see who they are as a person ! very important ! viseversa,0
158,what is the best place near you to get a drink ? hahaha ! wait wht kind of drink ! lol well jackinthebox is like not evn a mile away frmh my house ! so there ! i guess thts wht ur askin lmao ! xp,0
159,what is the best place near you to get some ice cream ? hmmm u makin me hungry first of all ! dairy queen ! yumm ! !,0
160,what is the best place near you to get some ice cream ? umm diary queen ? or jackinthebox ! 4 my smoothies of course not ice cream ! mwah,0
161,what is the furthest you have ever traveled ? virginia,0
162,what is the longest you have ever gone without a bath or shower ? haha ! maybe 2days ? lol idk,0
163,what is the most delicious meal you have ever had ? wow this is a hard 1 i dnt think ive had 1 or i have many ! i love my smoothies tho ! yummie !,0
164,what is the origin of your name ? idk its a month that 4 sure lol,0
165,what is the weirdest thing you have ever eaten ? a piece of grass ?,0
166,what is the weirdest thing you have ever eaten ? i havent gotten 2 that part ! ! haha,0
167,what is your best achievement ? wow awesome question i think my best achievement would be finding who i am thats thee most important ! ! 33,0
168,what is your biggest phobia ? ummmm messy rooms,0
169,what is your dream car ? something cute and me ! ! haha you kno ? well a beamer is my dream car basically ! or a porshe !,0
170,what is your earliest memory ? haha ! staring at my doctor thru sunglasses while he was in my mouth ! hahaha ! ! !,0
171,what is your fave song ? my fav song girly ! ! ! is umm up running by jessicajarrell atm ! but i have lots hbu ! ?,0
172,what is your favorite drink ? mmm root beer ! haha my fav drink eva ! pow,0
173,what is your favorite food ? actually its cabbage ! d,0
174,what is your favorite genre of music ? pop !,0
175,what is your favorite movie quote ? crap this is hard haha umm people need inspiration the last song 33,0
176,what is your favorite type of flower ? pink roses !,0
177,what is your favourite colour ? pink neon green,0
178,what is your favourite movie ? umm a walk to remember ! or the last song ! ugh theirs alot ! haha hbu !,0
179,what is yur fav color ? pink neon green ! yeahh buddie,0
180,whats ur fav tv showww ? d 3 umm good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm d,0
181,when ever you go to google translate dont use it ! ! ! trust me hahaha wht are u tlkn bout girl !,0
182,when was the last time you gave flowers ? never,0
183,when you were a kid what did you want to be when you grew up ? actually i was that kid who wanted to be by herself so i guess when i grow up im going to be me lol ! hard question 2 answer,0
184,where are ya from ? ? u s a ! ! ! known as mars ! ! 3,0
185,where would you like to spend your retirement ? haha when i turn 60 ish ask me this ! lol,0
186,where would you most like to live ? los angeles ! 33,0
187,where is your ideal holiday destination ? umm dallas texas ! haha idk im so plain so idk ! mwhaha,0
188,who and when was your first kiss ? umm long time ago bhut i was like 5 or 6 haha cory !,0
189,who are your top three celebrity crushes ? yumm justin bieber p diddys son jdoir yummm haha not really a celeb bhut yeah ! channing fckn tatum ! ! haha oh damn ! !,0
190,who are your twitter besties ? ohh mann this is a great ? chrissy michelle savannah aj bianca and lotss more you ! 33,0
191,who decided to take a shit on your face ? im not quite sure ! ill tell ya when i find out ! i promise,1
192,who do you think should be the next president of the united states ? umm barack obama 4 another 4 years ! ilovehim !,0
193,who was the best teacher you have ever had ? mmmh my second grade teach mrs caldwell 3,0
194,who is the funniest person you know ? prob me or my seester robbie hahaha makes me wanna shit myself everytime she speaks lol,0
195,who is the most famous person you have met ? urgh no1 yet ! keep hopin though !,0
196,who is the most overrated athlete ? michael jackson ! haha wait wrong one michael jordon i meant ahah,0
197,who is the prettiest person you know ? idkk mwauuuhhh !,0
198,who is the sexiest woman alive ? i do not judge gyrls im not bi or a lezzboo ! ! k thanks',0
199,who is the smartest person you know ? justinbsource 4 sure lmao !,0
200,why do u follow the bandwagon ? formspring twitter what is next gay justin beiber well im not following anything and really bandwagon ? ! ? ! soo oldd ! ! its more like trend these days ! justin bieber idiot ! cnt spell !,1
201,why do u like lil kids like justin beiber ? umm he has a bigga heart than you will ever have so before you start to hate on a 16yr old that you obviously are addicted to get your facts straight kay ?,0
202,why do u like that beiber kid so much he is lame and ca not sing umm u kno wht wtf ever ! stop hatin !,0
203,woaahhhhhh ! likee dude i'm in youhr backround ! ! ! d awesomeeee ! 3 ilybbyy marryyyyy ! ! ! ! ? ? lol ! itss yuhh boo ! ! ! hahaha noo durr suckkaaa ! ! ! nahhh i loveee yuhhhh moooee ! ! !,0
204,would u ever go bungee jumping like justin did ? hahaha i think i would ! i always do thee same shizz all thee tyme so yes i would hbu ? ! d,0
205,would you rather be a famous musician or a famous actor ? not a guy ! haha maybe a cheerleader haha jkjk !,0
206,would you rather be a vampire or a werewolf ? werewolf aka jacob is pride lol ! his good part ! lol,0
207,would you rather be a zombie or a mummy ? zombie 4sho !,0
208,would you rather be rich or famous ? famous bhut im me 4 rite now !,0
209,would you rather date a lot of different people or be in a committed relationship ? both ? lol ! jk,0
210,would you rather get up early or sleep late ? sleep late ! ! duh !,0
211,would you rather own a luxury yacht or a private jet ? jet ! ! hate boats ! worst experience ever was on a boat ! never again !,0
212,would you rather swim in a pool or the ocean ? pool,0
213,would you rather work at a large company or a small one ? none ! haha,0
214,yea it is different from warm cali but is cool d weeeell gtg now gonna meet some friends i a few minutes lol bye xx ohh man i bet its tha shit ! ! ohhkayy ! be safe have fun ! ! 33,0
215,yeh you r right how should the 1 be ? ? i have no bf too ! yehh hahaha idk its weird boys r boys so im me ! ! ! alone hahah,0
216,yooooo mate rinnalovesjb here heyhey ask me anything ! hahaha ight,0
217,you need or should delete that 911 tweet not funny at all ! you know how many people died that day including my father and brother umm im truly sorry ! bhut i didnt mean it in anyway like u obviously got offended by ! and i said it wasnt funny ! so before you get all angry nd shit ill delete that tweet ! kthanks btw rip ur daddy and brother,0
218,your attitude is so fun thank yuh soo muchh ! ! ! d im likin yurs 2 mwah !,0
219,d nada ummm what ? u didnt know jose was my first kiss ?,0
220,o lol no freaking way ! btw i didnt ask that d no freaking way what ? ? ?,0
221,ahhh true true plus it plays music xd exactly ! ! ! ! !,0
222,if you had to give up one favorite food what would the most difficult ? ahh probably cookies ! d,0
223,pshhh liar haha im not a liar,0
224,what did you eat for breakfast today ? cereal !,0
225,what do you think is your most attractive feature ? ewwiee ! nothing haha,0
226,what is one thing you ca not live without ? ? its me right ? hahaha of c,0
227,what is your biggest accomplishment ? ummm probably playing softball for 10 years,0
228,what was your favorite birthday gift ? a neckalce given to me by my love 3333,0
229,what is the best place near you to get a drink ? starbuckks ! ! ! !,0
230,what is your favourite part to watch in rent ? hmmmm think the part where te guy at support sings tht part makes me tear up la ve boheme is a good one two,0
231,where had you find out about formspring me ? umm bunch of people just joined and i got bored so i wanted too !,0
232,who was ur first kiss umm haha i dont know why you want to kn,0
233,why u so perfect ! ? hahaha ! ! ! im the farthest from,0
234,are you wearing the p i'm not wearing,0
235,do you have a boyfriend ? yess,0
236,can you come to my party tonightt ? ? who iss thiiis ? ? ?,0
237,damn i hate shiiiit talkers on formspringgg i thought it was just a random question site thing ahaha thankss kidd ndd yeah i knoo reallyy huh theeree soo stupidd there to scaredd to sayy anythingg too myy face,0
238,i heart 3 youu ahahah ii loveeee yuuuu moreee,0
239,i lovee joiee 3 ii lovee yuuu moree p,0
240,i wub you joie ahaha hii ceara,0
241,is jon the person u like ? noo itss nottt,0
242,joie is beautifulllll aww thankss yuu aree to,0
243,joiieeeee i lalalovee youu 3 ahaha,0
244,lmao yurr reall funny skinny ass bitchh hm that is not really much of an insult now is it ? what if i was fat ? lol u suck at talkn shit later white trash skank ur super ugly nd that guy u like really isnt gonna come back around for u laterrrr ahhaha yuurr funnyy reall funny ndd i dntt want hatt guy too comee bckk too mee anyyy moree ndd yeahh i suck at tlking shit ? i jstt dntt tlk shitt over thiss i wouldd tlk itt to yuurr face iff i knew whoo thiss wass bitch ! gett a life ndd stopp worrying aboutt mines !,1
245,lol how cute u have friends that back u up doesnt matter ur still a fake bitch go find a real bf not someone out of ur league lol ugly ass wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face bitchh ! scard too gett fuckedd uuppp ! ? ! ? ! yurr reall funny skinny ass bitchh,1
246,piratee is or ninja is ? ahah pirateesss,0
247,really travis ? watt yuu meann ?,0
248,shit talkin bitch wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,1
249,still a bitch oh wow okay butt yuurr thee onee thattss tlking shittt cuzz idntt evnn knoo whooo thiisss iss !,1
250,suck it ahaha all readyy h,1
251,uhm i think i love me some freaking joie thasss right 3 d ahahah ndd ii lovee mee alott off myy lil floricell 33,0
252,what do you think is your most attractive feature ? uhmmm ?,0
253,what is your favorite drink ? lemenadeee,0
254,who do you like ? ummm ahhh hottt seniorrr,0
255,who is ur lover ? ? ? welll forr righhtt noww no onee iss,0
256,who is the most talented person you know ? uhm,0
257,why do u try so damn hard to fit in just be your fucking self if you know how ahahah funny,0
258,whyy aree youu suchh aa faggottt ahahaha i noo,1
259,you a sexxyy mommma ahaha thanks,0
260,your such a slut ! ! ! ! ! ! ! ! ! ! vvv umm okkkayy thankss,0
261,your ugly oohhh well thanksss yuuur soo,1
262,3 i love you you are so beautiful i wanna be your boyfriend too sure you do liar,0
263,i have one for your information wtf that is my life not yours you best think twice before you try to steal my stuff bitch bitch who the fuck said i was stealiing your stuff ? dumb fuck,1
264,show your face anonymous wtf ? ! you make no sense you fake ugly bitch i never said i did,1
265,stop hating on my page kthx why would i wanna hate on you ?,0
266,,0
267,girls can you belly dance ? r guys can you break dance ? haha no,0
268,are you ? all you can say lmfaoo well your fake everyone knows it no need to go on about it sayoonarra 3 i can say more im not fake,1
269,d,0
270,im sorry im not the one being a fake of some lady lol comeon now be your damn self and im not fucking mental i know what js means i think you need to stfu and get a damn life instead of beng on here and faking some girl btw nice comeback ! i didn t say you were mental i put that because some people do not what means duh your comebacks suck too,1
271,you are fake though d ? that makes no sense lolol why would you keep faking all these formsprings your stuuupid p we all know the real ashlee girls formspring already soo fuck off may you ? bitch i aint fake she is,1
272,3 wow ashleeee your fakes amuse me lmao okay you are retarded to keep this page upp your retarded,1
273,`` im very sexy `` my fucking ass duuude that made me laugh so fucking hardd thank is for making my day d your welcome faggot,1
274,13 ? r you are at the perfect age to learn how to suck dick and give hand jobs sicko,1
275,484 264 3364 you should call me okay,0
276,ahaha my mom is dead but thanks ugly ass bitch that no body knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of alright bitch you ai not pretty pshh do not make me laugh,1
277,and you called me fat why ? i do not know i'm sorry,1
278,are you fake ? no are you,0
279,are you famous or something ? i have not heard of you x nopee,0
280,are you fat ? nope,0
281,are you good at hangman ? i suck at it no,0
282,are you mental ? she made a proof video ! you cant lie are you,0
283,are you ready to start school ? i am 3 yea,0
284,are you single ? yea,0
285,ashlee cyrus florida hey im ashlee im tired of everyone commenting on my damn formspring talking shit okay ?,0
286,ashlee cyrus r cyrus is a lame last name r everyone knows if your a cyrus you gotta be fake and you are probably reall ugly in real life r lmfao duh of course cyrus is not my real last name it is my fake last name,1
287,ashlee i have had the biggest crush on you for awhile ! i do not go on here a lot but please message me on www findersingle com under the username wishfulthinker please do not get all weird no no ! ! ! ! ! ! ! ! ! ! !,0
288,ask me anythinclude your user info ing who are u ?,0
289,baha actually im going to go on now bitch are you fucking stupid ? the real ashlee has a proof video your dumb your probably just some old man behind a computer screen 3 go fuck yourself 3 nope,1
290,basicc information name ? age ? location ? grade ? ashlee 13 florida 7th,0
291,best lil wayne song ? umm idk,0
292,best thing that happened to you this summer ? nothing really,0
293,betty is like adorable you look like a crack heads shit in a toilet my dear that does not even make sense,1
294,bitch stfu at least i recognize myself not lyk u should i care bitch,1
295,bob pepe ?,0
296,but your fake ! ! i'm not fake,0
297,call me tomorrow at 7 00 am ok,0
298,chick ? are you a fucking lesbain ? no are you,1
299,chicken or hamburgers ? chicken 3333,0
300,cuter me ?,0
301,cyrus ? stalker ?,0
302,do i even know you ? and why the fuck are you leaving shit on my wall seriously ? get a life cuz i felt like it i have one,1
303,do i know you ? do i know you ?,0
304,do words really hurt you ? no,0
305,do you curse ? yea,0
306,do you hate when people give short boring answers to your questions ? yea all the time,0
307,do you know anyone who will do almost anything for attention ? yea my sister,0
308,do you like adtf yea,0
